archivo,marcador,frame,X (px),Y (px)
93,rodilla_izquierda,1,-168.663635253906,-270.674926757813
93,rodilla_izquierda,2,-168.66357421875,-270.6728515625
93,rodilla_izquierda,3,-168.665954589844,-270.004577636719
93,rodilla_izquierda,4,-169.002197265625,-269.33642578125
93,rodilla_izquierda,5,-168.999938964844,-269.674987792969
93,rodilla_izquierda,6,-169.334045410156,-269.340881347656
93,rodilla_izquierda,7,-169.331787109375,-268.668151855469
93,rodilla_izquierda,8,-169.331787109375,-268.000061035156
93,rodilla_izquierda,9,-170.986328125,-267.024963378906
93,cadera_izquierda,0,-209.852355957031,-228.4658203125
93,cadera_izquierda,1,-207.663635253906,-232.009094238281
93,cadera_izquierda,2,-205.659118652344,-233.679504394531
93,cadera_izquierda,3,-206.0,-232.665954589844
93,cadera_izquierda,4,-208.0068359375,-232.334045410156
93,cadera_izquierda,5,-208.674987792969,-230.32958984375
93,cadera_izquierda,6,-210.011352539063,-229.327331542969
93,cadera_izquierda,7,-211.0,-229.0
93,cadera_izquierda,8,-212.670471191406,-227.663635253906
93,cadera_izquierda,9,-214.004516601563,-226.995422363281
92,tobillo_derecho,0,-147.68408203125,-295.932983398438
92,tobillo_derecho,1,-129.756652832031,-303.621704101563
92,tobillo_derecho,2,-109.76123046875,-317.746215820313
92,tobillo_derecho,3,-91.7681884765625,-324.868530273438
92,tobillo_derecho,4,-83.1465454101563,-321.494812011719
92,tobillo_derecho,5,-83.896240234375,-311.373718261719
92,tobillo_derecho,6,-91.0184936523438,-291.131530761719
92,tobillo_derecho,7,-103.638977050781,-269.764709472656
92,tobillo_derecho,8,-118.633239746094,-253.64599609375
92,rodilla_derecha,0,-117.695617675781,-281.313598632813
92,rodilla_derecha,1,-112.001098632813,-276.002319335938
92,rodilla_derecha,2,-108.376037597656,-269.004699707031
92,rodilla_derecha,3,-109.377197265625,-264.252624511719
92,rodilla_derecha,4,-111.251403808594,-263.127990722656
92,rodilla_derecha,5,-113.750854492188,-260.87890625
92,rodilla_derecha,6,-119.123413085938,-258.254943847656
