archivo,frame,angulo_rodilla_kinovea,angulo_rodilla_mediapipe,diferencia1,angulo_pie_kinovea,angulo_pie_mediapipe,diferencia2
35,6,157.86316208307827,155.94307645459037,1.920085628,68.69711942,71.71416434823765,-3.01704493
35,7,179.12951054134456,176.38262606553351,2.746884476,74.42239664,102.1389555654817,-27.71655892
36,0,86.90486863979754,93.91513841053376,-7.010269771,86.97509086420646,95.73246297708963,-8.757372113
36,1,79.70029517516626,84.19317446787069,-4.492879293,92.14111795392795,98.37548848897073,-6.234370535
36,2,81.42551552,83.90143013828994,-2.475914622,92.35488642,74.91059127168108,17.44429515
36,3,93.06315517643515,97.57109593754481,-4.507940761,75.26099606,63.49486893350142,11.76612713
36,4,125.94698038062677,126.29453697056486,-0.34755659,64.35950468050655,56.995501364621866,7.364003316
36,5,144.87855666000416,148.19458434413414,-3.316027684,61.80608705621002,74.08385001135476,-12.27776296
36,6,163.85077077820975,161.32000442258317,2.530766356,69.66639132691513,72.95595777207258,-3.289566445
36,7,178.45390726686756,176.3974099778814,2.056497289,76.64646062007952,76.19727054158871,0.449190078
36,8,176.5435153660526,177.17018728317154,-0.626671917,66.71083591888335,88.11295575795504,-21.40211984
36,9,176.12471676970972,178.88555413369977,-2.760837364,64.31954083186434,41.34486437034305,22.97467646
36,10,178.02755594885295,177.75160902014233,0.275946929,68.33837532518193,38.23501778263837,30.10335754
37,0,89.95468240449028,99.81422563,-9.859543229,95.28521204521924,97.07056533615682,-1.785353291
37,1,88.69358162550816,87.27622724513589,1.41735438,99.10380536141092,88.22337374,10.88043162
37,2,90.56075418141711,89.99580704272299,0.564947139,107.95320298220734,66.51333034431617,41.43987264
37,3,107.04886904556082,104.80014060247005,2.248728443,68.45467050171587,62.335616836978645,6.119053665
37,4,131.94851623749696,129.74202680605427,2.206489431,75.60631566707836,65.64085016557026,9.965465502
37,5,154.82807520193285,151.9420053997706,2.886069802,68.43621425,66.76576221043547,1.670452039
37,6,173.9330186953286,171.33846368017265,2.594555015,73.49921013932993,84.29386563478683,-10.7946555
37,7,171.52255942318413,174.97085976277256,-3.44830034,57.55592772024438,50.149831805361906,7.406095915
37,8,165.7974928512056,167.98286762776527,-2.185374777,62.474599344717156,56.07206605358415,6.402533291
37,9,167.92031467623582,169.3017623255118,-1.381447649,69.2521528,58.57697880937744,10.67517399
37,10,176.18584952002277,174.81870240881062,1.367147111,59.097785634928265,56.53153233866618,2.566253296
38,0,97.54587614429536,104.1982168484845,-6.652340704,100.60324094275863,56.39770698928098,44.20553395
38,1,89.81466334913141,91.47030699,-1.655643637,81.21823997,93.35991492,-12.14167494
38,2,95.55228413,93.89123775072936,1.661046376,77.92359268424333,71.93245220352635,5.991140481
38,3,113.38844392675185,111.8212806,1.567163301,67.0797089,58.23774010295301,8.841968794
38,4,143.06457789699857,138.52888526064527,4.535692636,64.33235871325593,59.24618559831257,5.086173115
38,5,162.55057552389468,160.69790991132572,1.852665613,74.92653965236698,80.81090456274283,-5.88436491
38,6,176.82821936199352,172.24736265171722,4.58085671,75.38299582986373,79.086566,-3.703570172
38,7,175.2507907946074,176.53029345559716,-1.279502661,72.64064875772732,60.80300047042135,11.83764829
38,8,174.0131091685131,178.11653518826256,-4.10342602,57.178352962725405,53.686247843293074,3.492105119
38,9,177.64119803593104,179.84767341302532,-2.206475377,63.595227872126564,52.53378829948807,11.06143957
